iter	Logloss
254	0.1520954782
255	0.1520728216
256	0.1520598286
257	0.1520438274
258	0.1520202471
259	0.1519582945
260	0.151913049
261	0.1518740353
262	0.1518309156
263	0.1518084473
264	0.1517847102
265	0.1517523031
266	0.1517375191
267	0.151704687
268	0.1516738567
269	0.1516307689
270	0.1516011622
271	0.1515616479
272	0.151509371
273	0.1514951975
274	0.1514573431
275	0.1514303946
276	0.1513825099
277	0.1513252983
278	0.1513099957
279	0.1512731717
280	0.1512262354
281	0.1512020952
282	0.151172472
283	0.1511425137
284	0.1511268199
285	0.151061421
286	0.1510126689
287	0.1510072116
288	0.1509879625
289	0.1509497879
290	0.1509033836
291	0.1508762343
292	0.1508008321
293	0.1507522778
294	0.1507320452
295	0.1506688202
296	0.1506143697
297	0.1505906069
298	0.1505719531
299	0.1505150991
300	0.1504809602
301	0.1504646219
302	0.1504342372
303	0.1503792723
304	0.1502798253
305	0.1502436154
306	0.1502070668
307	0.150178812
308	0.1501665019
309	0.1501014435
310	0.1500777137
311	0.1500624051
312	0.1500059134
313	0.1499812505
314	0.1499634216
315	0.1499285604
316	0.1499050982
317	0.1498592591
318	0.1498216486
319	0.1497958234
320	0.1497781314
321	0.1497671508
322	0.1497547469
323	0.1497289212
324	0.1497246877
325	0.1496864203
326	0.1496160714
327	0.149561143
328	0.1495177889
329	0.1494786258
330	0.1494371427
331	0.1494134919
332	0.1494017008
333	0.1493805698
334	0.1493680209
335	0.1493466077
336	0.1493303663
337	0.1492900073
338	0.1492484016
339	0.1492411819
340	0.1491551362
341	0.1491408502
342	0.1490968266
343	0.1490686096
344	0.1490449693
345	0.149001799
346	0.1489876542
347	0.1489527123
348	0.1489151496
349	0.1488697474
350	0.1488419402
351	0.1487749282
352	0.1487602149
353	0.1487107257
354	0.1486260048
355	0.1485405873
356	0.1485052633
357	0.1484631909
358	0.1484258009
359	0.1484124255
360	0.1483859134
361	0.1483695463
362	0.1482976807
363	0.1482642637
364	0.148221534
365	0.1482215323
366	0.1481779253
367	0.1481633477
368	0.1481550967
369	0.148092338
370	0.1479752162
371	0.1479515646
372	0.1478858816
373	0.1478519747
374	0.1477780819
375	0.1477397208
376	0.1476993188
377	0.147689842
378	0.1476610772
379	0.1476338438
380	0.1475985943
381	0.1475367232
382	0.1474923343
383	0.1474342904
384	0.1473790897
385	0.1473528623
386	0.1473486219
387	0.1472847668
388	0.1472594909
389	0.1472306456
390	0.1471901108
391	0.147180867
392	0.147180867
393	0.1471640434
394	0.1471446846
395	0.1470983326
396	0.147076163
397	0.1470288812
398	0.1469677608
399	0.1469360215
400	0.1469289287
401	0.1469243621
402	0.1469072503
403	0.1469006968
404	0.1468702498
405	0.1468526924
406	0.1468113396
407	0.1467997381
408	0.1467360893
409	0.146707601
410	0.1466699355
411	0.1466342885
412	0.1465880825
413	0.1465518273
414	0.1465152129
415	0.1464525607
416	0.1464043918
417	0.1463866739
418	0.1463477921
419	0.1463352226
420	0.1463225445
421	0.1463008742
422	0.1462700714
423	0.1462579069
424	0.146253543
425	0.1461728123
426	0.1461319208
427	0.1461013956
428	0.1460873806
429	0.1460569141
430	0.1459746033
431	0.1459435195
432	0.1459037409
433	0.1458534238
434	0.1458439041
435	0.145782466
436	0.1457666092
437	0.1457326251
438	0.1456740369
439	0.1456281027
440	0.1456077434
441	0.1455944137
442	0.1455690948
443	0.1455458693
444	0.1455037193
445	0.1454711551
446	0.1453920425
447	0.1453147585
448	0.1453035348
449	0.1452935697
450	0.1452514195
451	0.1452112144
452	0.145186899
453	0.1451739101
454	0.1451244613
455	0.1450767746
456	0.1450551391
457	0.1450311715
458	0.145004926
459	0.1449870993
460	0.1449643498
461	0.1449590759
462	0.1449315769
463	0.1448815429
464	0.1448516
465	0.1448071009
466	0.1447906736
467	0.1447351552
468	0.1447153099
469	0.1446867178
470	0.1446654179
471	0.1446366726
472	0.1446262514
473	0.1446035346
474	0.1445463191
475	0.1445364887
476	0.1445250372
477	0.1444955727
478	0.1444882746
479	0.1444596249
480	0.1444575192
481	0.1444276046
482	0.144393269
483	0.1443417223
484	0.1443218558
485	0.1443058654
486	0.144289962
487	0.1442688165
488	0.1442225139
489	0.1442081778
490	0.144205065
491	0.1441568561
492	0.1441178445
493	0.1440825199
494	0.1440501551
495	0.1440215133
496	0.1440166066
497	0.1439913237
498	0.1439750477
499	0.1439704301
500	0.143960056
501	0.1439331124
502	0.143922136
503	0.1439078615
504	0.143884631
505	0.1438479945
506	0.1438109827
507	0.143794473
508	0.1437651062
509	0.1437438972
510	0.1437041125
511	0.1436676598
512	0.143651629
513	0.1436416583
514	0.1436208305
515	0.1435992307
516	0.1435558968
517	0.1435437641
518	0.1435169721
519	0.1434923193
520	0.1434824156
521	0.1434644837
522	0.1434324169
523	0.1434020521
524	0.143399066
525	0.1433857728
526	0.1433353754
527	0.1432988611
528	0.143282182
529	0.143246712
530	0.1432280235
531	0.1431974829
532	0.143167379
533	0.1431481283
534	0.1430980321
535	0.1430642318
536	0.1430037021
537	0.1429836579
538	0.1429564469
539	0.1429107799
540	0.1428840894
541	0.1428607003
542	0.1428253515
543	0.1427801498
544	0.1427458914
545	0.1427360902
546	0.1427179058
547	0.1426936671
548	0.1426738987
549	0.1426368646
550	0.1425936919
551	0.1425627557
552	0.142553353
553	0.1425238458
554	0.1425148593
555	0.1424833276
556	0.1424753799
557	0.1424444714
558	0.1424121707
559	0.1424028735
560	0.1423816747
561	0.1423641985
562	0.1423403833
563	0.1423258688
564	0.1422972688
565	0.1422876114
566	0.1422327768
567	0.1421729643
568	0.1421341684
569	0.1421031567
570	0.1420856967
571	0.1420691756
572	0.1420538797
573	0.1420388755
574	0.1419843242
575	0.1419486959
576	0.1418789374
577	0.1418451083
578	0.1418097544
579	0.1417946361
580	0.1417880494
581	0.1417824271
582	0.141717085
583	0.1416910262
584	0.141681932
585	0.1416557947
586	0.1416241939
587	0.1415917515
588	0.1415284283
589	0.1415043339
590	0.1414743134
591	0.1414562698
592	0.1414064804
593	0.1413794976
594	0.1413747543
595	0.1413683294
596	0.1413144672
597	0.1412506801
598	0.1412283104
599	0.1412121418
600	0.1411981081
601	0.1411736634
602	0.1411449263
603	0.1410886739
604	0.1410446736
605	0.141014635
606	0.1409594094
607	0.1409074451
608	0.1408739636
609	0.1408302998
610	0.1408058963
611	0.1407753501
612	0.1407477515
613	0.1407290684
614	0.1407001075
615	0.1406963148
616	0.1406565875
617	0.1406270851
618	0.1406223455
619	0.1406062516
620	0.1405700067
621	0.1405665832
622	0.1405585421
623	0.1405349859
624	0.1405314937
625	0.1405132316
626	0.1404730714
627	0.1404391399
628	0.1404173133
629	0.1404142455
630	0.140385046
631	0.1403671421
632	0.1403617505
633	0.140353568
634	0.1403332366
635	0.1403149844
636	0.1402590386
637	0.1401982608
638	0.1401467953
639	0.1401444223
640	0.1401046079
641	0.1400963852
642	0.1400711672
643	0.1400512817
644	0.1400412778
645	0.1400270549
646	0.1400051872
647	0.1400002651
648	0.1399751991
649	0.1399540159
650	0.1399299397
651	0.1398835563
652	0.1398647553
653	0.1398444747
654	0.1398208812
655	0.1398186808
656	0.1397713822
657	0.1397516853
658	0.1397212191
659	0.1396916641
660	0.1396870337
661	0.1396661828
662	0.139622522
663	0.1396022148
664	0.1395827285
665	0.1395773944
666	0.1395730599
667	0.1395535541
668	0.1395344404
669	0.1395188318
670	0.1395137774
671	0.1395066696
672	0.1394691917
673	0.1394516969
674	0.1394253371
675	0.1394179584
676	0.1394156281
677	0.1393466021
678	0.1393055235
679	0.1392875742
680	0.1392505764
681	0.1392191508
682	0.1391752593
683	0.1391444015
684	0.1391097802
685	0.1390889957
686	0.1390422984
687	0.1390022861
688	0.1389631446
689	0.138932022
690	0.1388947038
691	0.1388676131
692	0.1388239521
693	0.1388032458
694	0.1387544579
695	0.1387142929
696	0.1386725124
697	0.1386561119
698	0.1386328474
699	0.1386189462
700	0.138596752
701	0.1385794435
702	0.1385516256
703	0.1385109891
704	0.138473719
705	0.1384279541
706	0.1383754912
707	0.138349908
708	0.1383010714
709	0.1382820288
710	0.1382678621
711	0.138229582
712	0.1381833014
713	0.1381624821
714	0.1381333314
715	0.1381209272
716	0.1380968607
717	0.1380430187
718	0.1380071964
719	0.1379727836
720	0.1379643169
721	0.1379559818
722	0.1379445775
723	0.1379218629
724	0.1379138144
725	0.1379058652
726	0.1379011025
727	0.1378770508
728	0.1378698647
729	0.1378270219
730	0.1378129672
731	0.1378000426
732	0.1377910574
733	0.1377661755
734	0.1377301353
735	0.137722326
736	0.1376901436
737	0.137666537
738	0.1376602434
739	0.1376509244
740	0.1376253704
741	0.1376104766
742	0.1375658734
743	0.1375602755
744	0.137551794
745	0.137498677
746	0.1374591044
747	0.1374203321
748	0.1373835674
749	0.1373613501
750	0.1373226697
751	0.1372969987
752	0.1372861395
753	0.1372723229
754	0.137271472
755	0.1372679126
756	0.137262161
757	0.1372501777
758	0.1372374547
759	0.1372184874
760	0.1371962922
761	0.1371840092
762	0.1371665695
763	0.1371489521
764	0.1370945936
765	0.1370785469
766	0.137040395
767	0.1370152326
768	0.1369724834
769	0.1369438443
770	0.136924692
771	0.1369180521
772	0.1368806586
773	0.1368568523
774	0.1368215893
775	0.1367858437
776	0.1367526256
777	0.136733863
778	0.136713447
779	0.1366866449
780	0.1366828024
781	0.136675849
782	0.1366647076
783	0.1366610622
784	0.136626583
785	0.1365936223
786	0.1365660173
787	0.1365511957
788	0.1365212401
789	0.1365080702
790	0.1364824277
791	0.1364521676
792	0.136422092
793	0.1364157348
794	0.1363832083
795	0.1363623237
796	0.1363356023
797	0.1363039305
798	0.1362818521
799	0.1362598702
800	0.1362470318
801	0.1362219415
802	0.136154233
803	0.1361161268
804	0.1360865712
805	0.1360665412
806	0.1360504055
807	0.1360021652
808	0.1359851858
809	0.1359624181
810	0.1359269344
811	0.1359054886
812	0.1358777101
813	0.1358474135
814	0.1358177761
815	0.1357624935
816	0.1357564716
817	0.1357255478
818	0.1356906573
819	0.1356670601
820	0.1356558246
821	0.1356240887
822	0.1356152893
823	0.1355757113
824	0.1355483499
825	0.1355046944
826	0.1354988166
827	0.1354671228
828	0.1354440116
829	0.1354246048
830	0.1354078752
831	0.1353591017
832	0.1353465887
833	0.1353302583
834	0.1353026186
835	0.1352739572
836	0.1352573055
837	0.1352503385
838	0.135224476
839	0.1351638402
840	0.1351406062
841	0.1351056631
842	0.1350886198
843	0.1350389497
844	0.1350110198
845	0.1349955382
846	0.1349742494
847	0.134942456
848	0.1349374561
849	0.13491653
850	0.1349006046
851	0.1348853988
852	0.1348640119
853	0.1348410785
854	0.1348102735
855	0.1347746212
856	0.1347533492
857	0.134739762
858	0.134707668
859	0.1346731279
860	0.1346501752
861	0.1345892382
862	0.1345815784
863	0.1345651889
864	0.1345485342
865	0.1345294096
866	0.1345047437
867	0.1344938801
868	0.1344650512
869	0.1344198138
870	0.1344055779
871	0.1343984165
872	0.1343764717
873	0.134352502
874	0.1343092143
875	0.1343004646
876	0.13425397
877	0.1342283912
878	0.1342012867
879	0.1341651177
880	0.1341546846
881	0.134130642
882	0.1341125576
883	0.1340860016
884	0.1340776883
885	0.1340677079
886	0.1340368598
887	0.1340199088
888	0.1340051842
889	0.1339523028
890	0.1339318765
891	0.1339095827
892	0.133892526
893	0.1338491598
894	0.1337794746
895	0.1337622182
896	0.1337287242
897	0.1336965416
898	0.1336810974
899	0.133621696
900	0.1335973269
901	0.1335879282
902	0.133547358
903	0.1335208477
904	0.1335119462
905	0.1334930112
906	0.1334761588
907	0.1334375151
908	0.1333980962
909	0.1333854476
910	0.1333687411
911	0.1333561965
912	0.1333384252
913	0.1333304648
914	0.1333031124
915	0.1332913492
916	0.1332723993
917	0.1332158062
918	0.1331886576
919	0.1331516325
920	0.1331254894
921	0.133108808
922	0.1330806561
923	0.1330252824
924	0.1330152498
925	0.1330057644
926	0.1330057572
927	0.1329980217
928	0.1329735516
929	0.1329639448
930	0.1329377882
931	0.1329174137
932	0.1328938451
933	0.1328766772
934	0.1328508712
935	0.1328335492
936	0.1328135425
937	0.1327870153
938	0.1327682401
939	0.1327587443
940	0.1327425902
941	0.1327301426
942	0.132709802
943	0.1326875654
944	0.1326633542
945	0.1326426194
946	0.1326130665
947	0.1325522801
948	0.1325334771
949	0.1325302423
950	0.1325180102
951	0.1324907873
952	0.1324829107
953	0.1324432707
954	0.1324237411
955	0.132407858
956	0.1324020479
957	0.1323883761
958	0.132362268
959	0.132353227
960	0.1323282554
961	0.1323112731
962	0.1323110914
963	0.1323051313
964	0.1322891591
965	0.132250787
966	0.1322169557
967	0.1321795433
968	0.1321678424
969	0.1321380945
970	0.1321190869
971	0.132105109
972	0.1320872439
973	0.1320354795
974	0.1319685328
975	0.1319520728
976	0.1319197609
977	0.1318942539
978	0.1318456894
979	0.1318211645
980	0.1317979075
981	0.1317669279
982	0.1317295311
983	0.131714098
984	0.1316578741
985	0.1316398196
986	0.1315995377
987	0.1315704354
988	0.1315428125
989	0.1315128501
990	0.1314975446
991	0.1314627225
992	0.1314279665
993	0.1314130175
994	0.1313749526
995	0.1313559263
996	0.1313034429
997	0.1312702032
998	0.1312555018
999	0.1312295909
