iter	Logloss
0	0.6575299277
1	0.6230926464
2	0.5923704413
3	0.5626120332
4	0.5363938682
5	0.5121765688
6	0.4899294807
7	0.4692287593
8	0.4501021556
9	0.4327822084
10	0.4165908784
11	0.4013920664
12	0.3878345494
13	0.3753212249
14	0.3620933686
15	0.3515951649
16	0.3416817061
17	0.3327022034
18	0.3226161374
19	0.3141593056
20	0.3054393519
21	0.2964267303
22	0.2894165768
23	0.2830299013
24	0.2765373551
25	0.2706876609
26	0.2652602295
27	0.2599069621
28	0.2546165949
29	0.2506207108
30	0.2461548375
31	0.24208833
32	0.2372701043
33	0.2332322701
34	0.229164667
35	0.2256533643
36	0.2219945121
37	0.2187162779
38	0.2156407654
39	0.2127574472
40	0.2100440083
41	0.2079202007
42	0.2056759335
43	0.2034381265
44	0.2016335084
45	0.199912054
46	0.1981333735
47	0.1965014842
48	0.1949642872
49	0.193543502
50	0.1922130748
51	0.1908679221
52	0.1895112037
53	0.1881337385
54	0.1869445385
55	0.1857224546
56	0.1846986708
57	0.1835910492
58	0.1826227504
59	0.1817680306
60	0.1809719033
61	0.1803135765
62	0.1794988202
63	0.1787362028
64	0.1780321806
65	0.177309851
66	0.1767187339
67	0.1761658633
68	0.1756873486
69	0.1751828755
70	0.1747505922
71	0.1742124528
72	0.1738217779
73	0.1732136959
74	0.1727191339
75	0.1721415016
76	0.1716786409
77	0.1711967362
78	0.1707030157
79	0.1701684095
80	0.1697671885
81	0.1693447234
82	0.1689533781
83	0.1685834296
84	0.1682428325
85	0.1678848505
86	0.1675572183
87	0.1672321679
88	0.1668867386
89	0.1665476401
90	0.1663133357
91	0.1660363164
92	0.1657179274
93	0.1654183723
94	0.1651343581
95	0.1647499315
96	0.1644204804
97	0.1640626509
98	0.1637996425
99	0.1635943852
100	0.163288535
101	0.1629906887
102	0.1626877577
103	0.1624159823
104	0.162115565
105	0.1619238309
106	0.161768202
107	0.1615843345
108	0.1614749528
109	0.1613126049
110	0.1610857566
111	0.1609886227
112	0.1607677964
113	0.1605964255
114	0.1604308291
115	0.1602722838
116	0.1602028991
117	0.1600074699
118	0.1599430854
119	0.1598286037
120	0.1597272229
121	0.1596114697
122	0.1595157544
123	0.1594612542
124	0.1593326336
125	0.1591969472
126	0.1590736096
127	0.159034877
128	0.1589140984
129	0.1588256309
130	0.15863706
131	0.1585258355
132	0.1584042702
133	0.158278336
134	0.158170347
135	0.1581171052
136	0.1580472071
137	0.1579630522
138	0.157890784
139	0.1577657553
140	0.1577175165
141	0.1576353663
142	0.1575497306
143	0.157482954
144	0.1573721484
145	0.1573167394
146	0.1572529924
147	0.1571302429
148	0.1570378477
149	0.1569805003
150	0.1569119236
151	0.1568720851
152	0.1568069467
153	0.1567290787
154	0.1566953655
155	0.1566225783
156	0.1564580491
157	0.156365675
158	0.1563046676
159	0.1562024771
160	0.1560325405
161	0.1558289192
162	0.1557028844
163	0.1555830261
164	0.1555362248
165	0.1555290528
166	0.1553557467
167	0.1553033127
168	0.1551590356
169	0.1550463846
170	0.1550221121
171	0.1549467299
172	0.1548448349
173	0.1548131436
174	0.1547600634
175	0.1547177681
176	0.1546603922
177	0.1546418392
178	0.1545938551
179	0.1545335778
180	0.1544743789
181	0.1544582691
182	0.1544306776
183	0.1544020516
184	0.1543454991
185	0.1542765322
186	0.1542336371
187	0.1541909754
188	0.1541443535
189	0.1541027567
190	0.1540834431
191	0.15402423
192	0.1539897731
193	0.153921315
194	0.1538089579
195	0.1537583115
196	0.1537233051
197	0.1536417689
198	0.1535875225
199	0.1535875182
200	0.1535459693
201	0.1535090027
202	0.1534299234
203	0.1534298612
204	0.1533039236
205	0.1532762182
206	0.1532219947
207	0.1532109394
208	0.1531808854
209	0.1531617335
210	0.1531354169
211	0.1530846602
212	0.153045523
213	0.1529691375
214	0.1529344557
215	0.152913708
216	0.1528672895
217	0.1528480964
218	0.1528205375
219	0.1527910543
220	0.1527736421
221	0.1527557833
222	0.1526759759
223	0.1526362536
224	0.1526048261
225	0.1525899343
226	0.1525577204
227	0.1525456857
228	0.1524448357
229	0.1523798383
230	0.1523363335
231	0.1522922278
232	0.1522592468
233	0.1522272656
234	0.1521483966
235	0.1521333411
236	0.1520834559
237	0.1519810992
238	0.1519358248
239	0.1519145336
240	0.1519144928
241	0.1518544767
242	0.151828596
243	0.1518285931
244	0.1517987034
245	0.1517671569
246	0.1517082992
247	0.1516712107
248	0.1516422513
249	0.151599671
250	0.151568821
251	0.1514897447
252	0.1514104099
253	0.1513530194
254	0.1512505896
255	0.1512449237
256	0.1512028455
257	0.1511294831
258	0.151092748
259	0.1510926974
