iter	Passed	Remaining
0	21	21868
1	60	30066
2	99	33133
3	131	32826
4	163	32477
5	187	31039
6	215	30561
7	251	31176
8	287	31678
9	304	30110
10	326	29361
11	359	29627
12	377	28693
13	401	28290
14	436	28641
15	453	27903
16	489	28299
17	523	28570
18	568	29351
19	596	29224
20	641	29923
21	685	30460
22	721	30639
23	743	30254
24	770	30043
25	803	30095
26	838	30211
27	868	30138
28	900	30153
29	933	30195
30	984	30779
31	1027	31070
32	1086	31832
33	1119	31794
34	1163	32090
35	1209	32390
36	1271	33091
37	1336	33846
38	1389	34248
39	1430	34329
40	1481	34657
41	1524	34773
42	1577	35118
43	1621	35220
44	1656	35155
45	1696	35189
46	1737	35239
47	1773	35173
48	1811	35162
49	1842	35009
50	1882	35026
51	1912	34872
52	1958	34988
53	1992	34903
54	2042	35091
55	2080	35072
56	2120	35076
57	2171	35273
58	2229	35558
59	2261	35425
60	2312	35594
61	2338	35378
62	2372	35283
63	2403	35156
64	2437	35064
65	2465	34893
66	2506	34908
67	2550	34962
68	2596	35028
69	2632	34975
70	2670	34946
71	2726	35140
72	2769	35174
73	2826	35363
74	2866	35359
75	2905	35329
76	2966	35554
77	3010	35589
78	3057	35645
79	3118	35862
80	3146	35702
81	3177	35571
82	3206	35428
83	3239	35325
84	3274	35244
85	3310	35183
86	3342	35077
87	3374	34975
88	3425	35059
89	3465	35041
90	3526	35222
91	3562	35155
92	3603	35139
93	3646	35144
94	3707	35316
95	3768	35488
96	3828	35644
97	3864	35568
98	3900	35500
99	3950	35555
100	4008	35677
101	4056	35709
102	4116	35850
103	4155	35802
104	4214	35920
105	4281	36109
106	4335	36187
107	4376	36148
108	4423	36162
109	4468	36153
110	4517	36179
111	4575	36274
112	4615	36229
113	4661	36228
114	4720	36329
115	4776	36400
116	4823	36401
117	4879	36475
118	4929	36495
119	4991	36606
120	5036	36585
121	5102	36717
122	5184	36963
123	5242	37034
124	5285	36996
125	5359	37177
126	5400	37120
127	5439	37059
128	5500	37141
129	5541	37085
130	5598	37139
131	5654	37184
132	5715	37259
133	5767	37271
134	5826	37335
135	5881	37363
136	5929	37353
137	5989	37411
138	6035	37387
139	6089	37406
140	6134	37371
141	6194	37429
142	6254	37480
143	6309	37504
144	6357	37488
145	6400	37438
146	6461	37493
147	6521	37541
148	6550	37412
149	6599	37398
150	6655	37420
151	6722	37502
152	6805	37675
153	6878	37784
154	6940	37838
155	7007	37912
156	7081	38022
157	7134	38020
158	7175	37953
159	7228	37948
160	7283	37957
161	7347	38009
162	7396	37982
163	7468	38073
164	7522	38069
165	7556	37964
166	7591	37866
167	7640	37838
168	7686	37794
169	7726	37724
170	7771	37673
171	7826	37675
172	7883	37687
173	7935	37673
174	7978	37614
175	8028	37589
176	8073	37541
177	8132	37555
178	8170	37475
179	8228	37486
180	8292	37520
181	8346	37513
182	8387	37445
183	8437	37420
184	8499	37444
185	8546	37402
186	8608	37427
187	8661	37408
188	8717	37408
189	8769	37387
190	8822	37369
191	8882	37378
192	8945	37404
193	8998	37383
194	9071	37449
195	9116	37395
196	9168	37371
197	9219	37343
198	9281	37358
199	9295	37183
200	9345	37150
201	9415	37197
202	9475	37202
203	9498	37061
204	9563	37088
205	9614	37059
206	9666	37030
207	9721	37015
208	9763	36951
209	9809	36903
210	9855	36853
211	9905	36820
212	9947	36754
213	10008	36760
214	10053	36706
215	10109	36692
216	10165	36681
217	10218	36654
218	10279	36659
219	10332	36632
220	10374	36568
221	10418	36513
222	10487	36540
223	10528	36475
224	10593	36487
225	10653	36486
226	10708	36466
227	10765	36450
228	10818	36422
229	10878	36418
230	10935	36405
231	10988	36377
232	11046	36362
233	11099	36334
234	11145	36281
235	11192	36233
236	11248	36214
237	11311	36215
238	11379	36233
239	11436	36216
240	11471	36128
241	11535	36133
242	11586	36095
243	11612	35979
244	11670	35963
245	11723	35932
246	11783	35923
247	11830	35874
248	11890	35863
249	11948	35845
250	12005	35824
251	12075	35842
252	12126	35803
253	12190	35804
254	12237	35754
255	12283	35698
256	12355	35720
257	12421	35722
258	12474	35689
259	12508	35602
260	12572	35597
261	12634	35588
262	12703	35598
263	12775	35617
264	12826	35576
265	12897	35589
266	12950	35552
267	12991	35485
268	13049	35461
269	13100	35420
270	13171	35431
271	13220	35384
272	13272	35344
273	13324	35306
274	13379	35273
275	13420	35204
276	13471	35160
277	13511	35091
278	13574	35079
279	13629	35048
280	13685	35016
281	13738	34979
282	13786	34929
283	13845	34905
284	13893	34855
285	13953	34834
286	13997	34773
287	14055	34747
288	14117	34732
289	14181	34719
290	14232	34677
291	14289	34646
292	14352	34632
293	14372	34513
294	14433	34492
295	14475	34427
296	14531	34396
297	14597	34388
298	14646	34338
299	14702	34306
300	14750	34255
301	14816	34244
302	14879	34228
303	14931	34184
304	14988	34153
305	15073	34187
306	15169	34241
307	15240	34242
308	15313	34243
309	15390	34256
310	15448	34224
311	15505	34192
312	15573	34181
313	15630	34147
314	15677	34091
315	15739	34069
316	15801	34045
317	15864	34024
318	15902	33948
319	15950	33894
320	16008	33863
321	16051	33797
322	16098	33742
323	16150	33697
324	16199	33644
325	16250	33598
326	16313	33574
327	16369	33536
328	16418	33486
329	16466	33431
330	16528	33405
331	16573	33346
332	16638	33327
333	16687	33276
334	16763	33277
335	16831	33261
336	16894	33236
337	16932	33163
338	16990	33128
339	17040	33078
340	17108	33063
341	17169	33034
342	17214	32974
343	17272	32938
344	17322	32888
345	17379	32850
346	17430	32801
347	17473	32737
348	17518	32678
349	17568	32628
350	17588	32521
351	17643	32479
352	17696	32435
353	17750	32392
354	17794	32330
355	17840	32273
356	17878	32201
357	17939	32171
358	17980	32103
359	18036	32065
360	18095	32030
361	18162	32009
362	18214	31962
363	18269	31920
364	18331	31892
365	18383	31844
366	18438	31802
367	18497	31766
368	18537	31698
369	18596	31663
370	18668	31650
371	18723	31608
372	18769	31551
373	18816	31495
374	18874	31457
375	18920	31399
376	18997	31394
377	19057	31358
378	19120	31328
379	19182	31298
380	19234	31249
381	19308	31237
382	19358	31185
383	19425	31161
384	19473	31107
385	19535	31074
386	19573	31003
387	19639	30977
388	19688	30925
389	19745	30883
390	19797	30836
391	19855	30796
392	19906	30746
393	19942	30672
394	19978	30600
395	20031	30553
396	20068	30482
397	20108	30416
398	20142	30340
399	20183	30274
400	20228	30216
401	20277	30164
402	20350	30146
403	20407	30105
404	20453	30049
405	20495	29986
406	20564	29962
407	20625	29927
408	20689	29895
409	20741	29848
410	20803	29813
411	20865	29779
412	20937	29759
413	20991	29713
414	21057	29683
415	21125	29656
416	21169	29596
417	21227	29556
418	21295	29529
419	21359	29496
420	21411	29446
421	21473	29411
422	21535	29375
423	21585	29323
424	21644	29283
425	21690	29225
426	21753	29190
427	21812	29151
428	21883	29126
429	21930	29070
430	21994	29036
431	22042	28981
432	22102	28942
433	22161	28902
434	22216	28856
435	22283	28824
436	22340	28782
437	22397	28738
438	22454	28695
439	22496	28632
440	22540	28572
441	22606	28539
442	22656	28486
443	22709	28438
444	22765	28393
445	22817	28342
446	22875	28300
447	22929	28252
448	22986	28208
449	23054	28177
450	23109	28130
451	23174	28096
452	23226	28046
453	23292	28012
454	23350	27968
455	23409	27927
456	23509	27933
457	23652	27990
458	23713	27949
459	23755	27887
460	23799	27826
461	23860	27785
462	23908	27729
463	23968	27687
464	24008	27623
465	24062	27573
466	24117	27525
467	24165	27469
468	24228	27431
469	24285	27385
470	24328	27324
471	24392	27287
472	24424	27213
473	24470	27154
474	24528	27110
475	24592	27072
476	24657	27035
477	24701	26975
478	24767	26938
479	24826	26895
480	24892	26858
481	24953	26817
482	25003	26763
483	25041	26696
484	25092	26644
485	25151	26600
486	25186	26531
487	25261	26504
488	25317	26456
489	25381	26417
490	25433	26365
491	25495	26324
492	25547	26273
493	25610	26232
494	25681	26200
495	25740	26155
496	25784	26095
497	25837	26044
498	25903	26007
499	25960	25960
500	26036	25932
501	26095	25887
502	26171	25859
503	26231	25814
504	26285	25765
505	26361	25736
506	26423	25693
507	26491	25656
508	26551	25612
509	26624	25580
510	26703	25553
511	26752	25498
512	26816	25457
513	26877	25413
514	26932	25363
515	26990	25316
516	27049	25270
517	27114	25229
518	27180	25190
519	27233	25138
520	27299	25099
521	27350	25044
522	27401	24991
523	27458	24942
524	27522	24901
525	27591	24863
526	27659	24825
527	27716	24776
528	27779	24733
529	27833	24682
530	27881	24626
531	27940	24579
532	27991	24525
533	28030	24461
534	28079	24405
535	28135	24356
536	28179	24296
537	28243	24253
538	28300	24204
539	28348	24148
540	28413	24106
541	28473	24060
542	28545	24024
543	28609	23981
544	28689	23951
545	28754	23909
546	28825	23872
547	28884	23824
548	28943	23776
549	28999	23726
550	29047	23670
551	29100	23617
552	29155	23566
553	29209	23515
554	29266	23465
555	29319	23413
556	29370	23359
557	29429	23311
558	29484	23260
559	29534	23205
560	29581	23148
561	29630	23092
562	29682	23039
563	29739	22990
564	29797	22941
565	29855	22892
566	29921	22850
567	29977	22799
568	30028	22745
569	30055	22673
570	30111	22622
571	30166	22572
572	30224	22523
573	30288	22479
574	30348	22431
575	30391	22371
576	30451	22323
577	30495	22265
578	30556	22217
579	30605	22162
580	30657	22109
581	30716	22061
582	30778	22015
583	30831	21962
584	30891	21914
585	30962	21874
586	31027	21830
587	31084	21779
588	31145	21733
589	31205	21685
590	31260	21633
591	31310	21578
592	31365	21527
593	31430	21482
594	31477	21425
595	31521	21366
596	31577	21315
597	31625	21260
598	31664	21197
599	31721	21147
600	31795	21108
601	31894	21086
602	31967	21046
603	32039	21005
604	32097	20956
605	32164	20912
606	32221	20861
607	32273	20807
608	32335	20760
609	32390	20708
610	32433	20649
611	32495	20601
612	32563	20558
613	32614	20503
614	32684	20461
615	32737	20407
616	32818	20371
617	32873	20319
618	32935	20272
619	33013	20234
620	33082	20190
621	33132	20135
622	33188	20083
623	33252	20036
624	33302	19981
625	33367	19935
626	33426	19885
627	33474	19828
628	33520	19771
629	33574	19718
630	33627	19664
631	33679	19610
632	33741	19562
633	33789	19506
634	33853	19459
635	33929	19419
636	33985	19366
637	34034	19311
638	34099	19264
639	34158	19214
640	34227	19169
641	34283	19117
642	34332	19061
643	34386	19008
644	34450	18961
645	34503	18907
646	34554	18852
647	34602	18796
648	34660	18745
649	34717	18694
